Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
2008,October,10/01/2008,60000000,Professional and Business Services,N,114100
2008,October,10/01/2008,90000000,Government,N,124100
2008,October,10/01/2008,65610000,Educational Services,N,15500
2008,October,10/01/2008,31000000,Durable Goods,N,49600
2008,October,10/01/2008,1000000,Total Wage and Salary,N,705600
2008,October,10/01/2008,60540000,"Professional, Scientific and Technical S",N,60400
2008,October,10/01/2008,40000000,"Trade, Transportation and Utilities",N,129300
2008,October,10/01/2008,43000000,"Transportation, Warehousing and Utilitie",N,26200
2008,October,10/01/2008,55520000,Finance and Insurance,N,15100
2008,October,10/01/2008,60550000,Management of Companies and Enterprises,N,17700
2008,October,10/01/2008,30000000,Manufacturing,N,69600
2008,October,10/01/2008,0,Total Nonfarm,N,704800
2008,October,10/01/2008,41000000,Wholesale Trade,N,38700
2008,October,10/01/2008,90920000,State Government,N,38600
2008,November,11/01/2008,6000000,Goods Producing,N,107800
2008,November,11/01/2008,32000000,Nondurable Goods,N,19700
2008,November,11/01/2008,50000000,Information,N,16300
2008,November,11/01/2008,70000000,Leisure and Hospitality,N,56100
2008,November,11/01/2008,65620000,Health Care and Social Assistance,N,89800
2008,November,11/01/2008,80000000,Other Services,N,23500
2008,November,11/01/2008,60560000,Administrative and Support and Waste Ser,N,35400
2008,November,11/01/2008,70710000,"Arts, Entertainment, and Recreation",N,9000
2008,November,11/01/2008,65000000,Educational and Health Services,N,105500
2008,November,11/01/2008,42000000,Retail Trade,N,65700
2008,November,11/01/2008,90930000,Local Government,N,75400
2008,November,11/01/2008,11000000,Total Farm,N,800
2008,November,11/01/2008,15000000,"Natural Resources, Mining and Constructi",N,39100
2008,November,11/01/2008,55000000,Financial Activities,N,25100
2008,November,11/01/2008,90910000,Federal Government,N,10300
2008,November,11/01/2008,7000000,Service Providing,N,594300
2008,November,11/01/2008,55530000,Real Estate and Rental and Leasing,N,10100
2008,November,11/01/2008,70720000,Accommodation and Food Service,N,47100
2008,November,11/01/2008,60000000,Professional and Business Services,N,113500
2008,November,11/01/2008,90000000,Government,N,124000
2008,November,11/01/2008,65610000,Educational Services,N,15700
2008,November,11/01/2008,31000000,Durable Goods,N,49000
2008,November,11/01/2008,1000000,Total Wage and Salary,N,702900
2008,November,11/01/2008,60540000,"Professional, Scientific and Technical S",N,60100
2008,November,11/01/2008,40000000,"Trade, Transportation and Utilities",N,130300
2008,November,11/01/2008,43000000,"Transportation, Warehousing and Utilitie",N,26200
2008,November,11/01/2008,55520000,Finance and Insurance,N,15000
2008,November,11/01/2008,60550000,Management of Companies and Enterprises,N,18000
2008,November,11/01/2008,30000000,Manufacturing,N,68700
2008,November,11/01/2008,0,Total Nonfarm,N,702100
2008,November,11/01/2008,41000000,Wholesale Trade,N,38400
2008,November,11/01/2008,90920000,State Government,N,38300
2008,December,12/01/2008,6000000,Goods Producing,N,105700
2008,December,12/01/2008,32000000,Nondurable Goods,N,19400
2008,December,12/01/2008,50000000,Information,N,16200
2008,December,12/01/2008,70000000,Leisure and Hospitality,N,55800
2008,December,12/01/2008,65620000,Health Care and Social Assistance,N,90100
2008,December,12/01/2008,80000000,Other Services,N,23500
2008,December,12/01/2008,60560000,Administrative and Support and Waste Ser,N,34500
2008,December,12/01/2008,70710000,"Arts, Entertainment, and Recreation",N,9000
2008,December,12/01/2008,65000000,Educational and Health Services,N,105800
2008,December,12/01/2008,42000000,Retail Trade,N,66300
2008,December,12/01/2008,90930000,Local Government,N,75400
2008,December,12/01/2008,11000000,Total Farm,N,600
2008,December,12/01/2008,15000000,"Natural Resources, Mining and Constructi",N,37800
2008,December,12/01/2008,55000000,Financial Activities,N,25300
2008,December,12/01/2008,90910000,Federal Government,N,10300
2008,December,12/01/2008,7000000,Service Providing,N,594200
2008,December,12/01/2008,55530000,Real Estate and Rental and Leasing,N,10300
2008,December,12/01/2008,70720000,Accommodation and Food Service,N,46800
2008,December,12/01/2008,60000000,Professional and Business Services,N,113100
2008,December,12/01/2008,90000000,Government,N,123600
2008,December,12/01/2008,65610000,Educational Services,N,15700
2008,December,12/01/2008,31000000,Durable Goods,N,48500
2008,December,12/01/2008,1000000,Total Wage and Salary,N,700500
2008,December,12/01/2008,60540000,"Professional, Scientific and Technical S",N,60300
2008,December,12/01/2008,40000000,"Trade, Transportation and Utilities",N,130800
2008,December,12/01/2008,43000000,"Transportation, Warehousing and Utilitie",N,26400
2008,December,12/01/2008,55520000,Finance and Insurance,N,15000
2008,December,12/01/2008,60550000,Management of Companies and Enterprises,N,18300
2008,December,12/01/2008,0,Total Nonfarm,N,699900
2008,December,12/01/2008,30000000,Manufacturing,N,67900
2008,December,12/01/2008,41000000,Wholesale Trade,N,38200
2008,December,12/01/2008,90920000,State Government,N,37900
2007,January,01/01/2007,42000000,Retail Trade,N,69400
2007,January,01/01/2007,6000000,Goods Producing,N,114300
2007,January,01/01/2007,32000000,Nondurable Goods,N,20400
2007,January,01/01/2007,50000000,Information,N,16400
2007,January,01/01/2007,60560000,Administrative and Support and Waste Ser,N,38300
2007,January,01/01/2007,65000000,Educational and Health Services,N,93700
2007,January,01/01/2007,65620000,Health Care and Social Assistance,N,81200
2007,January,01/01/2007,70000000,Leisure and Hospitality,N,52500
2007,January,01/01/2007,70710000,"Arts, Entertainment, and Recreation",N,8500
2007,January,01/01/2007,80000000,Other Services,N,23000
2007,January,01/01/2007,11000000,Total Farm,N,800
2007,January,01/01/2007,7000000,Service Providing,N,588000
2007,January,01/01/2007,15000000,"Natural Resources, Mining and Constructi",N,42000
2007,January,01/01/2007,55000000,Financial Activities,N,29500
2007,January,01/01/2007,90930000,Local Government,N,76600
2007,January,01/01/2007,90910000,Federal Government,N,10700
2007,January,01/01/2007,40000000,"Trade, Transportation and Utilities",N,137100
2007,January,01/01/2007,31000000,Durable Goods,N,51900
2007,January,01/01/2007,70720000,Accommodation and Food Service,N,44000
2007,January,01/01/2007,55530000,Real Estate and Rental and Leasing,N,10000
2007,January,01/01/2007,60000000,Professional and Business Services,N,104500
2007,January,01/01/2007,60540000,"Professional, Scientific and Technical S",N,50700
2007,January,01/01/2007,65610000,Educational Services,N,12500
2007,January,01/01/2007,90000000,Government,N,131300
2007,January,01/01/2007,1000000,Total Wage and Salary,N,703100
2007,January,01/01/2007,0,Total Nonfarm,N,702300
2007,January,01/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,27900
2007,January,01/01/2007,41000000,Wholesale Trade,N,39800
2007,January,01/01/2007,30000000,Manufacturing,N,72300
2007,January,01/01/2007,55520000,Finance and Insurance,N,19500
2007,January,01/01/2007,60550000,Management of Companies and Enterprises,N,15500
2007,January,01/01/2007,90920000,State Government,N,44000
2007,February,02/01/2007,42000000,Retail Trade,N,68100
2007,February,02/01/2007,6000000,Goods Producing,N,114100
2007,February,02/01/2007,50000000,Information,N,16500
2007,February,02/01/2007,32000000,Nondurable Goods,N,20500
2007,February,02/01/2007,80000000,Other Services,N,23400
2007,February,02/01/2007,70710000,"Arts, Entertainment, and Recreation",N,8200
2007,February,02/01/2007,65000000,Educational and Health Services,N,96200
2007,February,02/01/2007,60560000,Administrative and Support and Waste Ser,N,38400
2007,February,02/01/2007,70000000,Leisure and Hospitality,N,52800
2007,February,02/01/2007,65620000,Health Care and Social Assistance,N,82300
2007,February,02/01/2007,11000000,Total Farm,N,700
2007,February,02/01/2007,7000000,Service Providing,N,593900
2007,February,02/01/2007,55000000,Financial Activities,N,29500
2007,February,02/01/2007,15000000,"Natural Resources, Mining and Constructi",N,41800
2007,February,02/01/2007,90930000,Local Government,N,78000
2007,February,02/01/2007,90910000,Federal Government,N,10700
2007,February,02/01/2007,31000000,Durable Goods,N,51800
2007,February,02/01/2007,70720000,Accommodation and Food Service,N,44600
2007,February,02/01/2007,40000000,"Trade, Transportation and Utilities",N,136000
2007,February,02/01/2007,60540000,"Professional, Scientific and Technical S",N,51800
2007,February,02/01/2007,60000000,Professional and Business Services,N,105700
2007,February,02/01/2007,65610000,Educational Services,N,13900
2007,February,02/01/2007,55530000,Real Estate and Rental and Leasing,N,10200
2007,February,02/01/2007,90000000,Government,N,133900
2007,February,02/01/2007,1000000,Total Wage and Salary,N,708700
2007,February,02/01/2007,60550000,Management of Companies and Enterprises,N,15500
2007,February,02/01/2007,30000000,Manufacturing,N,72300
2007,February,02/01/2007,41000000,Wholesale Trade,N,39900
2007,February,02/01/2007,55520000,Finance and Insurance,N,19300
2007,February,02/01/2007,90920000,State Government,N,45200
2007,February,02/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,27900
2007,February,02/01/2007,0,Total Nonfarm,N,708000
2007,March,03/01/2007,42000000,Retail Trade,N,68600
2007,March,03/01/2007,6000000,Goods Producing,N,115300
2007,March,03/01/2007,50000000,Information,N,16500
2007,March,03/01/2007,32000000,Nondurable Goods,N,20700
2007,March,03/01/2007,80000000,Other Services,N,23700
2007,March,03/01/2007,70710000,"Arts, Entertainment, and Recreation",N,8500
2007,March,03/01/2007,65000000,Educational and Health Services,N,96800
2007,March,03/01/2007,60560000,Administrative and Support and Waste Ser,N,39000
2007,March,03/01/2007,70000000,Leisure and Hospitality,N,53600
2007,March,03/01/2007,65620000,Health Care and Social Assistance,N,82700
2007,March,03/01/2007,11000000,Total Farm,N,800
2007,March,03/01/2007,7000000,Service Providing,N,598100
2007,March,03/01/2007,55000000,Financial Activities,N,29500
2007,March,03/01/2007,15000000,"Natural Resources, Mining and Constructi",N,42900
2007,March,03/01/2007,90930000,Local Government,N,78500
2007,March,03/01/2007,90910000,Federal Government,N,10600
2007,March,03/01/2007,31000000,Durable Goods,N,51700
2007,March,03/01/2007,70720000,Accommodation and Food Service,N,45100
2007,March,03/01/2007,40000000,"Trade, Transportation and Utilities",N,136700
2007,March,03/01/2007,60540000,"Professional, Scientific and Technical S",N,52100
2007,March,03/01/2007,60000000,Professional and Business Services,N,106600
2007,March,03/01/2007,65610000,Educational Services,N,14100
2007,March,03/01/2007,55530000,Real Estate and Rental and Leasing,N,10300
2007,March,03/01/2007,90000000,Government,N,134700
2007,March,03/01/2007,1000000,Total Wage and Salary,N,714200
2007,March,03/01/2007,60550000,Management of Companies and Enterprises,N,15500
2007,March,03/01/2007,30000000,Manufacturing,N,72400
2007,March,03/01/2007,41000000,Wholesale Trade,N,40200
2007,March,03/01/2007,55520000,Finance and Insurance,N,19200
2007,March,03/01/2007,90920000,State Government,N,45600
2007,March,03/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,27900
2007,March,03/01/2007,0,Total Nonfarm,N,713400
2007,April,04/01/2007,42000000,Retail Trade,N,67700
2007,April,04/01/2007,6000000,Goods Producing,N,114700
2007,April,04/01/2007,50000000,Information,N,16400
2007,April,04/01/2007,32000000,Nondurable Goods,N,20600
2007,April,04/01/2007,80000000,Other Services,N,23600
2007,April,04/01/2007,70710000,"Arts, Entertainment, and Recreation",N,8700
2007,April,04/01/2007,65000000,Educational and Health Services,N,96100
2007,April,04/01/2007,60560000,Administrative and Support and Waste Ser,N,38400
2007,April,04/01/2007,70000000,Leisure and Hospitality,N,54400
2007,April,04/01/2007,65620000,Health Care and Social Assistance,N,82200
2007,April,04/01/2007,11000000,Total Farm,N,800
2007,April,04/01/2007,7000000,Service Providing,N,595400
2007,April,04/01/2007,55000000,Financial Activities,N,29100
2007,April,04/01/2007,15000000,"Natural Resources, Mining and Constructi",N,42800
2007,April,04/01/2007,90930000,Local Government,N,78100
2007,April,04/01/2007,90910000,Federal Government,N,10600
2007,April,04/01/2007,31000000,Durable Goods,N,51300
2007,April,04/01/2007,70720000,Accommodation and Food Service,N,45700
2007,April,04/01/2007,40000000,"Trade, Transportation and Utilities",N,135400
2007,April,04/01/2007,60540000,"Professional, Scientific and Technical S",N,51600
2007,April,04/01/2007,60000000,Professional and Business Services,N,105700
2007,April,04/01/2007,65610000,Educational Services,N,13900
2007,April,04/01/2007,55530000,Real Estate and Rental and Leasing,N,10200
2007,April,04/01/2007,90000000,Government,N,134700
2007,April,04/01/2007,1000000,Total Wage and Salary,N,710900
2007,April,04/01/2007,60550000,Management of Companies and Enterprises,N,15700
2007,April,04/01/2007,30000000,Manufacturing,N,71900
2007,April,04/01/2007,41000000,Wholesale Trade,N,39700
2007,April,04/01/2007,55520000,Finance and Insurance,N,18900
2007,April,04/01/2007,90920000,State Government,N,46000
2007,April,04/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,28000
2007,April,04/01/2007,0,Total Nonfarm,N,710100
2007,May,05/01/2007,30000000,Manufacturing,N,72000
2007,May,05/01/2007,42000000,Retail Trade,N,67900
2007,May,05/01/2007,6000000,Goods Producing,N,115700
2007,May,05/01/2007,50000000,Information,N,16400
2007,May,05/01/2007,32000000,Nondurable Goods,N,20700
2007,May,05/01/2007,80000000,Other Services,N,23900
2007,May,05/01/2007,70710000,"Arts, Entertainment, and Recreation",N,8900
2007,May,05/01/2007,65000000,Educational and Health Services,N,96100
2007,May,05/01/2007,60560000,Administrative and Support and Waste Ser,N,39100
2007,May,05/01/2007,70000000,Leisure and Hospitality,N,55400
2007,May,05/01/2007,65620000,Health Care and Social Assistance,N,82300
2007,May,05/01/2007,11000000,Total Farm,N,800
2007,May,05/01/2007,7000000,Service Providing,N,598900
2007,May,05/01/2007,55000000,Financial Activities,N,29200
2007,May,05/01/2007,15000000,"Natural Resources, Mining and Constructi",N,43700
2007,May,05/01/2007,90930000,Local Government,N,79300
2007,May,05/01/2007,90910000,Federal Government,N,10600
2007,May,05/01/2007,31000000,Durable Goods,N,51300
2007,May,05/01/2007,70720000,Accommodation and Food Service,N,46500
2007,May,05/01/2007,40000000,"Trade, Transportation and Utilities",N,135700
2007,May,05/01/2007,60540000,"Professional, Scientific and Technical S",N,51200
2007,May,05/01/2007,60000000,Professional and Business Services,N,106100
2007,May,05/01/2007,65610000,Educational Services,N,13800
2007,May,05/01/2007,55530000,Real Estate and Rental and Leasing,N,10300
2007,May,05/01/2007,90000000,Government,N,136200
2007,May,05/01/2007,1000000,Total Wage and Salary,N,715400
2007,May,05/01/2007,60550000,Management of Companies and Enterprises,N,15800
2007,May,05/01/2007,41000000,Wholesale Trade,N,39800
2007,May,05/01/2007,55520000,Finance and Insurance,N,18900
2007,May,05/01/2007,90920000,State Government,N,46300
2007,May,05/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,27900
2007,May,05/01/2007,0,Total Nonfarm,N,714600
2007,June,06/01/2007,42000000,Retail Trade,N,68300
2007,June,06/01/2007,6000000,Goods Producing,N,117300
2007,June,06/01/2007,50000000,Information,N,16300
2007,June,06/01/2007,32000000,Nondurable Goods,N,20600
2007,June,06/01/2007,80000000,Other Services,N,24000
2007,June,06/01/2007,70710000,"Arts, Entertainment, and Recreation",N,9100
2007,June,06/01/2007,65000000,Educational and Health Services,N,95500
2007,June,06/01/2007,60560000,Administrative and Support and Waste Ser,N,39600
2007,June,06/01/2007,70000000,Leisure and Hospitality,N,55600
2007,June,06/01/2007,65620000,Health Care and Social Assistance,N,82600
2007,June,06/01/2007,11000000,Total Farm,N,800
2007,June,06/01/2007,7000000,Service Providing,N,599100
2007,June,06/01/2007,55000000,Financial Activities,N,29300
2007,June,06/01/2007,15000000,"Natural Resources, Mining and Constructi",N,44800
2007,June,06/01/2007,90930000,Local Government,N,79700
2007,June,06/01/2007,90910000,Federal Government,N,10500
2007,June,06/01/2007,31000000,Durable Goods,N,51900
2007,June,06/01/2007,70720000,Accommodation and Food Service,N,46500
2007,June,06/01/2007,40000000,"Trade, Transportation and Utilities",N,136500
2007,June,06/01/2007,60540000,"Professional, Scientific and Technical S",N,51600
2007,June,06/01/2007,60000000,Professional and Business Services,N,107000
2007,June,06/01/2007,65610000,Educational Services,N,12900
2007,June,06/01/2007,55530000,Real Estate and Rental and Leasing,N,10400
2007,June,06/01/2007,90000000,Government,N,135000
2007,June,06/01/2007,1000000,Total Wage and Salary,N,717200
2007,June,06/01/2007,60550000,Management of Companies and Enterprises,N,15800
2007,June,06/01/2007,41000000,Wholesale Trade,N,39900
2007,June,06/01/2007,30000000,Manufacturing,N,72500
2007,June,06/01/2007,55520000,Finance and Insurance,N,18900
2007,June,06/01/2007,90920000,State Government,N,44800
2007,June,06/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,28200
2007,June,06/01/2007,0,Total Nonfarm,N,716400
2007,July,07/01/2007,0,Total Nonfarm,N,709300
2007,July,07/01/2007,42000000,Retail Trade,N,68300
2007,July,07/01/2007,6000000,Goods Producing,N,116700
2007,July,07/01/2007,50000000,Information,N,16200
2007,July,07/01/2007,32000000,Nondurable Goods,N,20700
2007,July,07/01/2007,80000000,Other Services,N,24100
2007,July,07/01/2007,70710000,"Arts, Entertainment, and Recreation",N,9000
2007,July,07/01/2007,65000000,Educational and Health Services,N,94900
2007,July,07/01/2007,60560000,Administrative and Support and Waste Ser,N,38800
2007,July,07/01/2007,70000000,Leisure and Hospitality,N,55400
2007,July,07/01/2007,65620000,Health Care and Social Assistance,N,82300
2007,July,07/01/2007,11000000,Total Farm,N,800
2007,July,07/01/2007,7000000,Service Providing,N,592600
2007,July,07/01/2007,55000000,Financial Activities,N,29100
2007,July,07/01/2007,15000000,"Natural Resources, Mining and Constructi",N,45000
2007,July,07/01/2007,90930000,Local Government,N,75000
2007,July,07/01/2007,90910000,Federal Government,N,10500
2007,July,07/01/2007,31000000,Durable Goods,N,51000
2007,July,07/01/2007,70720000,Accommodation and Food Service,N,46400
2007,July,07/01/2007,40000000,"Trade, Transportation and Utilities",N,136000
2007,July,07/01/2007,60540000,"Professional, Scientific and Technical S",N,52200
2007,July,07/01/2007,60000000,Professional and Business Services,N,107100
2007,July,07/01/2007,65610000,Educational Services,N,12600
2007,July,07/01/2007,55530000,Real Estate and Rental and Leasing,N,10300
2007,July,07/01/2007,90000000,Government,N,129800
2007,July,07/01/2007,1000000,Total Wage and Salary,N,710100
2007,July,07/01/2007,60550000,Management of Companies and Enterprises,N,16100
2007,July,07/01/2007,41000000,Wholesale Trade,N,39700
2007,July,07/01/2007,30000000,Manufacturing,N,71700
2007,July,07/01/2007,55520000,Finance and Insurance,N,18800
2007,July,07/01/2007,90920000,State Government,N,44300
2007,July,07/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,28000
2007,August,08/01/2007,42000000,Retail Trade,N,68800
2007,August,08/01/2007,6000000,Goods Producing,N,117700
2007,August,08/01/2007,50000000,Information,N,16000
2007,August,08/01/2007,32000000,Nondurable Goods,N,20700
2007,August,08/01/2007,80000000,Other Services,N,24000
2007,August,08/01/2007,70710000,"Arts, Entertainment, and Recreation",N,9400
2007,August,08/01/2007,65000000,Educational and Health Services,N,94500
2007,August,08/01/2007,60560000,Administrative and Support and Waste Ser,N,39800
2007,August,08/01/2007,70000000,Leisure and Hospitality,N,56100
2007,August,08/01/2007,65620000,Health Care and Social Assistance,N,82400
2007,August,08/01/2007,11000000,Total Farm,N,800
2007,August,08/01/2007,7000000,Service Providing,N,594200
2007,August,08/01/2007,55000000,Financial Activities,N,29000
2007,August,08/01/2007,15000000,"Natural Resources, Mining and Constructi",N,45800
2007,August,08/01/2007,90930000,Local Government,N,74800
2007,August,08/01/2007,90910000,Federal Government,N,10500
2007,August,08/01/2007,31000000,Durable Goods,N,51200
2007,August,08/01/2007,70720000,Accommodation and Food Service,N,46700
2007,August,08/01/2007,40000000,"Trade, Transportation and Utilities",N,136900
2007,August,08/01/2007,60540000,"Professional, Scientific and Technical S",N,52100
2007,August,08/01/2007,60000000,Professional and Business Services,N,107900
2007,August,08/01/2007,65610000,Educational Services,N,12100
2007,August,08/01/2007,55530000,Real Estate and Rental and Leasing,N,10300
2007,August,08/01/2007,90000000,Government,N,129800
2007,August,08/01/2007,1000000,Total Wage and Salary,N,712700
2007,August,08/01/2007,60550000,Management of Companies and Enterprises,N,16000
2007,August,08/01/2007,41000000,Wholesale Trade,N,39700
2007,August,08/01/2007,30000000,Manufacturing,N,71900
2007,August,08/01/2007,55520000,Finance and Insurance,N,18700
2007,August,08/01/2007,90920000,State Government,N,44500
2007,August,08/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,28400
2007,August,08/01/2007,0,Total Nonfarm,N,711900
2007,September,09/01/2007,42000000,Retail Trade,N,68700
2007,September,09/01/2007,6000000,Goods Producing,N,117400
2007,September,09/01/2007,50000000,Information,N,15800
2007,September,09/01/2007,32000000,Nondurable Goods,N,20800
2007,September,09/01/2007,80000000,Other Services,N,23700
2007,September,09/01/2007,70710000,"Arts, Entertainment, and Recreation",N,9100
2007,September,09/01/2007,65000000,Educational and Health Services,N,96000
2007,September,09/01/2007,60560000,Administrative and Support and Waste Ser,N,40000
2007,September,09/01/2007,70000000,Leisure and Hospitality,N,55800
2007,September,09/01/2007,65620000,Health Care and Social Assistance,N,83000
2007,September,09/01/2007,11000000,Total Farm,N,800
2007,September,09/01/2007,7000000,Service Providing,N,597700
2007,September,09/01/2007,55000000,Financial Activities,N,28900
2007,September,09/01/2007,15000000,"Natural Resources, Mining and Constructi",N,45200
2007,September,09/01/2007,90930000,Local Government,N,77100
2007,September,09/01/2007,90910000,Federal Government,N,10500
2007,September,09/01/2007,31000000,Durable Goods,N,51400
2007,September,09/01/2007,70720000,Accommodation and Food Service,N,46700
2007,September,09/01/2007,40000000,"Trade, Transportation and Utilities",N,136800
2007,September,09/01/2007,60540000,"Professional, Scientific and Technical S",N,51500
2007,September,09/01/2007,60000000,Professional and Business Services,N,107600
2007,September,09/01/2007,65610000,Educational Services,N,13000
2007,September,09/01/2007,55530000,Real Estate and Rental and Leasing,N,10300
2007,September,09/01/2007,90000000,Government,N,133100
2007,September,09/01/2007,1000000,Total Wage and Salary,N,715900
2007,September,09/01/2007,60550000,Management of Companies and Enterprises,N,16100
2007,September,09/01/2007,41000000,Wholesale Trade,N,39500
2007,September,09/01/2007,30000000,Manufacturing,N,72200
2007,September,09/01/2007,55520000,Finance and Insurance,N,18600
2007,September,09/01/2007,90920000,State Government,N,45500
2007,September,09/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,28600
2007,September,09/01/2007,0,Total Nonfarm,N,715100
2007,October,10/01/2007,42000000,Retail Trade,N,69300
2007,October,10/01/2007,6000000,Goods Producing,N,116700
2007,October,10/01/2007,50000000,Information,N,15700
2007,October,10/01/2007,32000000,Nondurable Goods,N,20800
2007,October,10/01/2007,80000000,Other Services,N,23800
2007,October,10/01/2007,70710000,"Arts, Entertainment, and Recreation",N,8800
2007,October,10/01/2007,65000000,Educational and Health Services,N,97800
2007,October,10/01/2007,60560000,Administrative and Support and Waste Ser,N,40600
2007,October,10/01/2007,70000000,Leisure and Hospitality,N,55300
2007,October,10/01/2007,65620000,Health Care and Social Assistance,N,83400
2007,October,10/01/2007,11000000,Total Farm,N,800
2007,October,10/01/2007,7000000,Service Providing,N,600900
2007,October,10/01/2007,55000000,Financial Activities,N,28300
2007,October,10/01/2007,15000000,"Natural Resources, Mining and Constructi",N,44400
2007,October,10/01/2007,90930000,Local Government,N,77500
2007,October,10/01/2007,90910000,Federal Government,N,10500
2007,October,10/01/2007,31000000,Durable Goods,N,51500
2007,October,10/01/2007,70720000,Accommodation and Food Service,N,46500
2007,October,10/01/2007,40000000,"Trade, Transportation and Utilities",N,137500
2007,October,10/01/2007,60540000,"Professional, Scientific and Technical S",N,59400
2007,October,10/01/2007,60000000,Professional and Business Services,N,115900
2007,October,10/01/2007,65610000,Educational Services,N,14400
2007,October,10/01/2007,55530000,Real Estate and Rental and Leasing,N,10200
2007,October,10/01/2007,90000000,Government,N,126600
2007,October,10/01/2007,1000000,Total Wage and Salary,N,718400
2007,October,10/01/2007,60550000,Management of Companies and Enterprises,N,15900
2007,October,10/01/2007,41000000,Wholesale Trade,N,39700
2007,October,10/01/2007,30000000,Manufacturing,N,72300
2007,October,10/01/2007,55520000,Finance and Insurance,N,18100
2007,October,10/01/2007,90920000,State Government,N,38600
2007,October,10/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,28500
2007,October,10/01/2007,0,Total Nonfarm,N,717600
2007,November,11/01/2007,42000000,Retail Trade,N,71800
2007,November,11/01/2007,6000000,Goods Producing,N,116300
2007,November,11/01/2007,50000000,Information,N,15600
2007,November,11/01/2007,32000000,Nondurable Goods,N,21000
2007,November,11/01/2007,80000000,Other Services,N,23800
2007,November,11/01/2007,70710000,"Arts, Entertainment, and Recreation",N,8900
2007,November,11/01/2007,65000000,Educational and Health Services,N,98200
2007,November,11/01/2007,60560000,Administrative and Support and Waste Ser,N,40700
2007,November,11/01/2007,70000000,Leisure and Hospitality,N,55400
2007,November,11/01/2007,65620000,Health Care and Social Assistance,N,84200
2007,November,11/01/2007,11000000,Total Farm,N,900
2007,November,11/01/2007,7000000,Service Providing,N,605000
2007,November,11/01/2007,55000000,Financial Activities,N,28100
2007,November,11/01/2007,15000000,"Natural Resources, Mining and Constructi",N,43500
2007,November,11/01/2007,90930000,Local Government,N,78500
2007,November,11/01/2007,90910000,Federal Government,N,10400
2007,November,11/01/2007,31000000,Durable Goods,N,51800
2007,November,11/01/2007,70720000,Accommodation and Food Service,N,46500
2007,November,11/01/2007,40000000,"Trade, Transportation and Utilities",N,140200
2007,November,11/01/2007,60540000,"Professional, Scientific and Technical S",N,59600
2007,November,11/01/2007,60000000,Professional and Business Services,N,116200
2007,November,11/01/2007,65610000,Educational Services,N,14000
2007,November,11/01/2007,55530000,Real Estate and Rental and Leasing,N,10100
2007,November,11/01/2007,90000000,Government,N,127500
2007,November,11/01/2007,1000000,Total Wage and Salary,N,722200
2007,November,11/01/2007,60550000,Management of Companies and Enterprises,N,15900
2007,November,11/01/2007,30000000,Manufacturing,N,72800
2007,November,11/01/2007,41000000,Wholesale Trade,N,39600
2007,November,11/01/2007,55520000,Finance and Insurance,N,18000
2007,November,11/01/2007,90920000,State Government,N,38600
2007,November,11/01/2007,43000000,"Transportation, Warehousing and Utilitie",N,28800
2007,November,11/01/2007,0,Total Nonfarm,N,721300
2007,December,12/01/2007,42000000,Retail Trade,N,73200
2007,December,12/01/2007,6000000,Goods Producing,N,116200
2007,December,12/01/2007,50000000,Information,N,15600
2007,December,12/01/2007,32000000,Nondurable Goods,N,21000
2007,December,12/01/2007,70710000,"Arts, Entertainment, and Recreation",N,9100
2007,December,12/01/2007,80000000,Other Services,N,23900
2007,December,12/01/2007,65000000,Educational and Health Services,N,98600
2007,December,12/01/2007,60560000,Administrative and Support and Waste Ser,N,40600
2007,December,12/01/2007,70000000,Leisure and Hospitality,N,55700
2007,December,12/01/2007,65620000,Health Care and Social Assistance,N,85100
2007,December,12/01/2007,11000000,Total Farm,N,700
2007,December,12/01/2007,7000000,Service Providing,N,607200
2007,December,12/01/2007,55000000,Financial Activities,N,28000
2007,December,12/01/2007,15000000,"Natural Resources, Mining and Constructi",N,43000
2007,December,12/01/2007,90930000,Local Government,N,78000
2007,December,12/01/2007,90910000,Federal Government,N,10700
2007,December,12/01/2007,31000000,Durable Goods,N,52200
2007,December,12/01/2007,70720000,Accommodation and Food Service,N,46600
2007,December,12/01/2007,40000000,"Trade, Transportation and Utilities",N,141700
2007,December,12/01/2007,60540000,"Professional, Scientific and Technical S",N,59800
2007,December,12/01/2007,60000000,Professional and Business Services,N,116400
2007,December,12/01/2007,65610000,Educational Services,N,13500
2007,December,12/01/2007,55530000,Real Estate and Rental and Leasing,N,10200
2007,December,12/01/2007,90000000,Government,N,127300
2007,December,12/01/2007,1000000,Total Wage and Salary,N,724100
2007,December,12/01/2007,60550000,Management of Companies and Enterprises,N,16000
2007,December,12/01/2007,41000000,Wholesale Trade,N,39400
2007,December,12/01/2007,30000000,Manufacturing,N,73200
2007,December,12/01/2007,55520000,Finance and Insurance,N,17800
2007,December,12/01/2007,90920000,State Government,N,38600
